Project_ID,Control_Account_ID,Work_Package_ID,WBS_Code,Work_Package_Name,Control_Account_BAC_USD,Proposed_WP_Share_Pct,Proposed_WP_BAC_USD,Mapped_Task_Count,Coverage_Status,Allocation_Basis,Approval_Status,Candidate_Loaded_BAC_USD,Unresolved_BAC_USD,Phase3B_Status
P09,P09-CA01,P09-WP012,1.09.1.2,Project Definition,234000,50,117000,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,117000,0,RESOLVED_PHASE3G
P09,P09-CA02,P09-WP021,1.09.2.1,Preliminary Design (30%),624000,40,249600,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,249600,0,RESOLVED_PHASE3G
P09,P09-CA02,P09-WP022,1.09.2.2,Final Design (100%),624000,60,374400,4,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,374400,0,RESOLVED_PHASE3G
P09,P09-CA03,P09-WP031,1.09.3.1,Bid Package & Solicitation,624000,35,218400,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,218400,0,RESOLVED_PHASE3G
P09,P09-CA03,P09-WP032,1.09.3.2,Award & Mobilization,624000,65,405600,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,405600,0,RESOLVED_PHASE3G
P09,P09-CA04,P09-WP041,1.09.4.1,Directional Drilling / Crossing Installation,5616000,76,4268160,10,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,4268160,0,RESOLVED_PHASE3G
P09,P09-CA04,P09-WP042,1.09.4.2,Pipe Fusion & Pressure Testing,5616000,16,898560,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,898560,0,RESOLVED_PHASE3G
P09,P09-CA04,P09-WP043,1.09.4.3,Riverbank Restoration,5616000,8,449280,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,449280,0,RESOLVED_PHASE3G
P09,P09-CA05,P09-WP051,1.09.5.1,Startup & Functional Testing,468000,100,468000,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,468000,0,RESOLVED_PHASE3G
P09,P09-CA06,P09-WP061,1.09.6.1,Documentation & Turnover,234000,65,152100,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,152100,0,RESOLVED_PHASE3G
P09,P09-CA06,P09-WP062,1.09.6.2,Financial Closeout,234000,35,81900,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,81900,0,RESOLVED_PHASE3G
P10,P10-CA01,P10-WP011,1.10.1.1,Needs Assessment,148000,45,66600,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,66600,0,RESOLVED_PHASE3G
P10,P10-CA01,P10-WP012,1.10.1.2,Project Definition,148000,55,81400,0,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,81400,0,RESOLVED_PHASE3G
P10,P10-CA02,P10-WP021,1.10.2.1,Preliminary Design (30%),666000,40,266400,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,266400,0,RESOLVED_PHASE3G
P10,P10-CA02,P10-WP022,1.10.2.2,Final Design (100%),666000,60,399600,4,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,399600,0,RESOLVED_PHASE3G
P10,P10-CA03,P10-WP031,1.10.3.1,Bid Package & Solicitation,518000,35,181300,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,181300,0,RESOLVED_PHASE3G
P10,P10-CA03,P10-WP032,1.10.3.2,Award & Mobilization,518000,65,336700,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,336700,0,RESOLVED_PHASE3G
P10,P10-CA04,P10-WP041,1.10.4.1,PLC Programming & Configuration,1554000,37,574980,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,574980,0,RESOLVED_PHASE3G
P10,P10-CA04,P10-WP042,1.10.4.2,HMI Development,1554000,33,512820,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,512820,0,RESOLVED_PHASE3G
P10,P10-CA04,P10-WP043,1.10.4.3,Network & Communications Infrastructure,1554000,30,466200,4,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,466200,0,RESOLVED_PHASE3G
P10,P10-CA05,P10-WP051,1.10.5.1,Startup & Functional Testing,703000,100,703000,10,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,703000,0,RESOLVED_PHASE3G
P10,P10-CA06,P10-WP061,1.10.6.1,Documentation & Turnover,111000,70,77700,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,77700,0,RESOLVED_PHASE3G
P10,P10-CA06,P10-WP062,1.10.6.2,Financial Closeout,111000,30,33300,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,33300,0,RESOLVED_PHASE3G
P11,P11-CA01,P11-WP011,1.11.1.1,Needs Assessment,128000,60,76800,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,76800,0,RESOLVED_PHASE3G
P11,P11-CA01,P11-WP012,1.11.1.2,Project Definition,128000,40,51200,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,51200,0,RESOLVED_PHASE3G
P11,P11-CA02,P11-WP021,1.11.2.1,Preliminary Design (30%),192000,30,57600,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,57600,0,RESOLVED_PHASE3G
P11,P11-CA02,P11-WP022,1.11.2.2,Final Design (100%),192000,70,134400,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,134400,0,RESOLVED_PHASE3G
P11,P11-CA03,P11-WP031,1.11.3.1,Bid Package & Solicitation,288000,35,100800,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,100800,0,RESOLVED_PHASE3G
P11,P11-CA03,P11-WP032,1.11.3.2,Award & Mobilization,288000,65,187200,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,187200,0,RESOLVED_PHASE3G
P11,P11-CA04,P11-WP041,1.11.4.1,Isolation Valve Installation,2240000,77,1724800,5,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,1724800,0,RESOLVED_PHASE3G
P11,P11-CA04,P11-WP042,1.11.4.2,Distribution System Mapping Update,2240000,8,179200,0,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,179200,0,RESOLVED_PHASE3G
P11,P11-CA04,P11-WP043,1.11.4.3,Site Restoration,2240000,15,336000,2,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,336000,0,RESOLVED_PHASE3G
P11,P11-CA05,P11-WP051,1.11.5.1,Startup & Functional Testing,256000,100,256000,4,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,256000,0,RESOLVED_PHASE3G
P11,P11-CA06,P11-WP061,1.11.6.1,Documentation & Turnover,96000,70,67200,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,67200,0,RESOLVED_PHASE3G
P11,P11-CA06,P11-WP062,1.11.6.2,Financial Closeout,96000,30,28800,1,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,28800,0,RESOLVED_PHASE3G
P12,P12-CA01,P12-WP011,1.12.1.1,Work Order Intake & Prioritization,204000,100,204000,6,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,204000,0,RESOLVED_PHASE3G
P12,P12-CA02,P12-WP021,1.12.2.1,Field Scoping & Estimate,306000,100,306000,6,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,306000,0,RESOLVED_PHASE3G
P12,P12-CA03,P12-WP031,1.12.3.1,Contractor / Materials Procurement,408000,100,408000,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,408000,0,RESOLVED_PHASE3G
P12,P12-CA04,P12-WP041,1.12.4.1,Small Capital Repair Execution,3876000,87,3372120,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,3372120,0,RESOLVED_PHASE3G
P12,P12-CA04,P12-WP042,1.12.4.2,Emergency Response Work Execution,3876000,13,503880,0,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,503880,0,RESOLVED_PHASE3G
P12,P12-CA05,P12-WP051,1.12.5.1,Work Order Acceptance & Sign-off,204000,100,204000,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,204000,0,RESOLVED_PHASE3G
P12,P12-CA06,P12-WP061,1.12.6.1,Documentation & Work Order Closeout,102000,100,102000,3,APPROVED_COST_OWNERSHIP_BRIDGE,Synthetic scope-weighted WP split; percentage of parent CA,APPROVED_SYNTHETIC_PORTFOLIO,102000,0,RESOLVED_PHASE3G
